Total Key Exchanges, How many Key Exchanges?, Overall Time (seconds), Overall Time (minutes), time per key exchange (miliseconds)
20100
,1, 0.057999372482299805, 0.00096665620803833, 57.999372482299805
,2, 0.12599945068359375, 0.0020999908447265625, 62.999725341796875
,6, 0.35700035095214844, 0.005950005849202474, 59.50005849202474
,3, 0.18500113487243652, 0.003083352247873942, 61.66704495747884
,4, 0.247999906539917, 0.004133331775665283, 61.99997663497925
,11, 0.6709995269775391, 0.011183325449625652, 60.9999569979581
,7, 0.42799997329711914, 0.007133332888285319, 61.14285332815988
,5, 0.3059985637664795, 0.005099976062774658, 61.1997127532959
,16, 0.9569988250732422, 0.01594998041788737, 59.81242656707764
,8, 0.4869997501373291, 0.008116662502288818, 60.87496876716614
,21, 1.2790000438690186, 0.021316667397816975, 60.904763993762785
,12, 0.7239985466003418, 0.01206664244333903, 60.33321221669515
,26, 1.5449984073638916, 0.02574997345606486, 59.42301566784199
,9, 0.5439987182617188, 0.00906664530436198, 60.444302029079864
,31, 1.8709990978240967, 0.031183318297068278, 60.35480960722892
,17, 1.020998239517212, 0.017016637325286865, 60.0587199716007
,36, 2.1479995250701904, 0.03579999208450317, 59.66665347417196
,13, 0.7769989967346191, 0.012949983278910318, 59.7691535949707
,10, 0.6009974479675293, 0.010016624132792156, 60.09974479675293
,41, 2.4499995708465576, 0.04083332618077596, 59.75608709381848
,22, 1.3249998092651367, 0.022083330154418945, 60.22726405750622
,46, 2.7629997730255127, 0.046049996217091875, 60.06521245707636
,14, 0.8509986400604248, 0.014183310667673747, 60.7856171471732
,18, 1.0780000686645508, 0.017966667811075848, 59.88889270358615
,51, 3.0530004501342773, 0.05088334083557129, 59.86275392420152
,27, 1.6349995136260986, 0.02724999189376831, 60.55553754170736
,56, 3.345999240875244, 0.0557666540145874, 59.749986444200786
,32, 1.9079992771148682, 0.03179998795191447, 59.62497740983963
,15, 0.9029998779296875, 0.015049997965494792, 60.19999186197917
,23, 1.377000093460083, 0.022950001557668052, 59.86956928087318
,19, 1.1359992027282715, 0.018933320045471193, 59.789431722540606
,37, 2.1940011978149414, 0.03656668663024902, 59.297329670674095
,61, 3.6619999408721924, 0.061033332347869874, 60.03278591593758
,28, 1.6949989795684814, 0.028249982992808023, 60.53567784173148
,42, 2.531998872756958, 0.042199981212615964, 60.28568744659424
,20, 1.2059993743896484, 0.020099989573160806, 60.29996871948242
,24, 1.4639992713928223, 0.024399987856547036, 60.99996964136759
,47, 2.8669991493225098, 0.04778331915537516, 60.99998190047893
,33, 2.0250003337860107, 0.03375000556310018, 61.36364647836396
,52, 3.1909987926483154, 0.05318331321080526, 61.36536139708299
,66, 3.970998764038086, 0.0661833127339681, 60.166647939971
,38, 2.3079986572265625, 0.03846664428710937, 60.736806769120065
,29, 1.7969985008239746, 0.02994997501373291, 61.9654655456543
,57, 3.4660003185272217, 0.057766671975453696, 60.80702313205652
,25, 1.5159986019134521, 0.025266643365224203, 60.639944076538086
,43, 2.612999677658081, 0.04354999462763468, 60.76743436414142
,34, 2.081998586654663, 0.034699976444244385, 61.23525254866656
,71, 4.260999441146851, 0.07101665735244751, 60.014076635871135
,62, 3.7649996280670166, 0.06274999380111694, 60.72580045269382
,30, 1.8549985885620117, 0.030916643142700196, 61.83328628540039
,48, 2.8999993801116943, 0.04833332300186157, 60.416653752326965
,39, 2.3359999656677246, 0.038933332761128744, 59.89743501712115
,53, 3.1560001373291016, 0.05260000228881836, 59.547172402435876
,76, 4.55400013923645, 0.07590000232060751, 59.9210544636375
,35, 2.116999864578247, 0.03528333107630412, 60.48571041652134
,44, 2.645998954772949, 0.044099982579549155, 60.13633988120339
,58, 3.468998908996582, 0.05781664848327637, 59.81032601718245
,67, 4.0249998569488525, 0.06708333094914755, 60.07462473057989
,40, 2.3789992332458496, 0.03964998722076416, 59.47498083114624
,49, 2.975999593734741, 0.049599993228912356, 60.73468558642329
,81, 4.880000829696655, 0.08133334716161092, 60.24692382341549
,63, 3.7579989433288574, 0.06263331572214763, 59.65077687823583
,72, 4.326000213623047, 0.07210000356038411, 60.0833363003201
,54, 3.207998752593994, 0.05346664587656657, 59.40738430729619
,45, 2.695998430252075, 0.04493330717086792, 59.91107622782389
,86, 5.124999046325684, 0.08541665077209473, 59.593012166577715
,59, 3.540998697280884, 0.059016644954681396, 60.01692707255735
,68, 4.072000026702881, 0.06786666711171468, 59.88235333386589
,50, 3.0039987564086914, 0.05006664594014486, 60.07997512817383
,77, 4.598999738693237, 0.0766499956448873, 59.72726933367841
,91, 5.489999771118164, 0.09149999618530273, 60.32966781448532
,55, 3.280998706817627, 0.05468331178029378, 59.65452194213867
,64, 3.841999053955078, 0.06403331756591797, 60.031235218048096
,82, 4.956998825073242, 0.08261664708455403, 60.45120518382003
,73, 4.343999862670898, 0.07239999771118164, 59.50684743384792
,96, 5.7099997997283936, 0.09516666332880656, 59.4791645805041
,60, 3.58699893951416, 0.059783315658569335, 59.783315658569336
,69, 4.12100076675415, 0.06868334611256917, 59.724648793538414
,87, 5.1880011558532715, 0.08646668593088785, 59.63219719371576
,101, 6.055001497268677, 0.10091669162114461, 59.9505098739473
,78, 4.727999448776245, 0.07879999081293741, 60.6153775484134
,65, 3.9230008125305176, 0.06538334687550863, 60.35385865431565
,106, 6.398999929428101, 0.10664999882380168, 60.36792386252925
,92, 5.573000907897949, 0.09288334846496582, 60.576096824977704
,74, 4.441998481750488, 0.07403330802917481, 60.02700651014174
,83, 5.1080002784729, 0.08513333797454833, 61.54217202979398
,111, 6.670998811721802, 0.11118331352869669, 60.099088393890106
,70, 4.214999675750732, 0.07024999459584554, 60.21428108215332
,97, 5.7900002002716064, 0.0965000033378601, 59.690723714140276
,79, 4.724001169204712, 0.07873335282007853, 59.797483154490024
,88, 5.37999963760376, 0.08966666062672933, 61.13635951822454
,116, 7.069000959396362, 0.11781668265660604, 60.93966344307209
,102, 6.245997905731201, 0.10409996509552003, 61.23527358560001
,75, 4.5109992027282715, 0.0751833200454712, 60.14665603637695
,93, 5.641000270843506, 0.0940166711807251, 60.65591689079038
,84, 5.162999391555786, 0.0860499898592631, 61.464278470902215
,121, 7.39599871635437, 0.12326664527257283, 61.123956333507195
,107, 6.586998701095581, 0.10978331168492635, 61.560735524257765
,98, 5.971999168395996, 0.0995333194732666, 60.93876702444894
,80, 4.910998582839966, 0.0818499763806661, 61.38748228549957
,112, 6.825999975204468, 0.1137666662534078, 60.94642835003989
,89, 5.45400071144104, 0.09090001185735067, 61.28090687012404
,126, 7.579001188278198, 0.1263166864713033, 60.150803081573
,103, 6.151999473571777, 0.10253332455952963, 59.72815022885221
,117, 7.201998233795166, 0.1200333038965861, 61.55554045978774
,85, 5.166998624801636, 0.08611664374669394, 60.78821911531336
,94, 5.613001108169556, 0.0935500184694926, 59.71277774648463
,131, 8.060000658035278, 0.13433334430058796, 61.526722580421975
,108, 6.54999852180481, 0.10916664203008015, 60.64813446115564
,122, 7.299999475479126, 0.1216666579246521, 59.836061274419066
,99, 5.956000566482544, 0.09926667610804239, 60.16162188366206
,90, 5.468999147415161, 0.09114998579025269, 60.76665719350179
,113, 6.912998676300049, 0.11521664460500082, 61.17697943628362
,136, 8.440999984741211, 0.14068333307902017, 62.06617635839125
,104, 6.246000051498413, 0.10410000085830688, 60.057692802869354
,95, 6.072001695632935, 0.10120002826054891, 63.91580732245195
,127, 7.755999803543091, 0.12926666339238485, 61.07086459482749
,118, 7.317999839782715, 0.12196666399637858, 62.01694779476877
,141, 8.509000062942505, 0.14181666771570842, 60.3475181768972
,109, 6.660999774932861, 0.1110166629155477, 61.11008967828313
,100, 6.130999565124512, 0.10218332608540853, 61.30999565124512
,132, 8.081000804901123, 0.13468334674835206, 61.21970306743275
,123, 7.782999753952026, 0.1297166625658671, 63.27642076383762
,114, 6.898998737335205, 0.11498331228892009, 60.51753278364215
,146, 8.849000215530396, 0.14748333692550658, 60.609590517331476
,105, 6.360999345779419, 0.10601665576299031, 60.580946150280184
,137, 8.236998319625854, 0.13728330532709757, 60.124075325736165
